unique_id,type,reply_with,show_buttons,ENGLISH,Hindi,Malayalam,Oriya,Gujarati,Marathi,Bengali,Kannada,Tamil
s60,from_bot,,,"It is advisable to take a day off work and rest on the day of vaccination and the day after getting vaccinated. Drink plenty of water and avoid strenuous activities including exercise and going to the gym.  By avoiding full activities, you are dedicated to making the disease resistive power produced by vaccination to your body resources. ",टीकाकरण और टीकाकरण के बाद वाले दिन छुट्टी लेकर आराम करना उचित है। बहुत सारा पानी पीएं और व्यायाम जैसि रोपण गतिविधिया ना करे। पूर्ण गतिविधियों से बचकर आप अपने शरीर के संसाधनों को टीकाकरण से उत्पादित रोग प्रतिरोधक शक्ति बनाने में समर्पित कर रहे हैं।,"വാക്സിനേഷൻ ദിനത്തിൽ ജോലി സ്ഥലത്തു നിന്നും ഒരു ദിവസം അവധിയെടുത്തു വിശ്രമിക്കുന്നതാണ് നല്ലത്. ധാരാളം വെള്ളം കുടിക്കുക. വ്യായാമം ഉൾപ്പെടെയുള്ള കഠിനമായ പ്രവർത്തനങ്ങൾ ഒഴിവാക്കുക. പൂർണ്ണ പ്രവർത്തനങ്ങൾ ഒഴിവാക്കുന്നതിലൂടെ, നിങ്ങളുടെ ശരീര വിഭവങ്ങൾ വാക്സിനേഷൻ നൽകുന്ന രോഗപ്രതിരോധശക്തി ആർജ്ജിക്കാനായി ഉപയോഗിക്കാം.   ","ଟୀକାକରଣ ଦିନ ଏବଂ ଟୀକାକରଣର ପର ଦିନ ଛୁଟିରେ ରହି ବିଶ୍ରାମ ନେବା ଉଚିତ୍ । ପ୍ରଚୁର ପାଣି ପିଅନ୍ତୁ ଏବଂ ବ୍ୟାୟାମ ଏବଂ ଜିମ୍ ଯିବା ଭଳି କଠିନ କାର୍ଯ୍ୟକଳାପରୁ ଦୂରେଇ ରୁହନ୍ତୁ । ପୂର୍ଣ୍ଣ କାର୍ଯ୍ୟକଳାପକୁ ଏଡ଼ାଇ, ଆପଣ ଆପଣଙ୍କର ଶରୀର ଉତ୍ସକୁ ଟୀକାକରଣ ଦ୍ୱାରା ଉତ୍ପାଦିତ ରୋଗ ପ୍ରତିରୋଧକ ଶକ୍ତି ପ୍ରସ୍ତୁତ କରିବାକୁ ଉତ୍ସର୍ଗୀକୃତ କରୁଛନ୍ତି ।",રસીકરણ અને રસીકરણ પછીના દિવસે રજા લઈને આરામ કરવું ઉચિત છે. પુષ્કળ પાણી પીવો અને કસરત જેવી શરીરને થકાવતી પ્રવૃત્તિઓ ટાળો. સંપૂર્ણ પ્રવૃત્તિઓને ટાળીને તમે તમારા શરીરને રોગપ્રતિકારકતા ઉત્પન્ન કરવા માટે તેના સંસાધનોને સમર્પિત કરી રહ્યાં છો.,"काम बंद करणे आणि लसीकरण दिवस आणि लसीकरण केल्यानंतर दिवस विश्रांती घेणे आवश्यक आहे. भरपूर पाणी प्या आणि व्यायाम आणि व्यायामशाळेत जाणे. पूर्ण क्रियाकलाप टाळण्याद्वारे, आपण आपल्या शरीराच्या संसाधनांना लसीकरणाने तयार केलेला रोग प्रतिरोधक शक्ती बनविण्यास समर्पित आहात.","টিকা নেওয়ার দিন এবং পরের দিন কাজ থেকে ছুটি এবং বিশ্রাম নেওয়ার পরামর্শ দেওয়া হচ্ছে । প্রচুর পরিমাণে জল পান করুন এবং ব্যায়াম বা  জিমে যাওয়া সহ যেকোনো কঠোর শারীরিক পরিশ্রম এড়িয়ে চলুন। কঠিন ক্রিয়াকলাপ এড়িয়ে চলার মাধ্যমে, আপনার শরীর তার সম্পদগুলিকে টিকা দ্বারা উত্পাদিত রোগ প্রতিরোধ শক্তি তৈরি করার জন্য নিবেদিত করতে পারবে ।","ಲಸಿಕೆ ಹಾಕಿದ ದಿನ ಮತ್ತು ಲಸಿಕೆ ಹಾಕಿದ ಮಾರನೇ ದಿನ ರಜೆ ತೆಗೆದುಕೊಂಡು ವಿಶ್ರಾಂತಿ ಪಡೆಯುವುದು ಸೂಕ್ತ. ಸಾಕಷ್ಟು ನೀರು ಕುಡಿಯಿರಿ ಮತ್ತು ವ್ಯಾಯಾಮ ಮತ್ತು ಜಿಮ್‌ಗೆ ಹೋಗುವುದು ಸೇರಿದಂತೆ ಶ್ರಮದಾಯಕ ಚಟುವಟಿಕೆಗಳನ್ನು ತಪ್ಪಿಸಿ. ಪೂರ್ಣ ಚಟುವಟಿಕೆಗಳನ್ನು ತಪ್ಪಿಸುವ ಮೂಲಕ, ನಿಮ್ಮ ದೇಹದ ಸಂಪನ್ಮೂಲಗಳಿಗೆ ವ್ಯಾಕ್ಸಿನೇಷನ್ ಮೂಲಕ ಉತ್ಪತ್ತಿಯಾಗುವ ರೋಗ ನಿರೋಧಕ ಶಕ್ತಿಯನ್ನು ಮಾಡಲು ನೀವು ಸಮರ್ಪಿತರಾಗಿದ್ದೀರಿ.","தடுப்பூசி நாளில் ஒரு நாள் வேலை மற்றும் ஓய்வுபெற்ற நாள் மற்றும் தடுப்பூசி நாளன்று ஓய்வெடுக்க அறிவுறுத்தப்படுகிறது. தண்ணீர் நிறைய குடிக்க மற்றும் உடற்பயிற்சி உட்பட கடுமையான நடவடிக்கைகள் தவிர்க்க மற்றும் உடற்பயிற்சி செய்ய போகிறது. முழு நடவடிக்கைகளைத் தவிர்ப்பதன் மூலம், உங்கள் உடல் வளங்களுக்கு தடுப்பூசி மூலம் நோய் எதிர்ப்பு சக்தியை உருவாக்குவதற்கு அர்ப்பணிக்கப்பட்டுள்ளது."
s61,from_bot,,,There is no requirement of getting any blood tests before or after vaccination.,टीकाकरण से पहले या बाद में कोई ब्लड टेस्ट करवाने की आवश्यकता नहीं है।,വാക്സിനേഷന് മുമ്പോ ശേഷമോ രക്തപരിശോധന നടത്തേണ്ട ആവശ്യമില്ല.,ଟୀକାକରଣ ପୂର୍ବରୁ କିମ୍ବା ପରେ କୌଣସି ରକ୍ତ ପରୀକ୍ଷା କରିବାର ଆବଶ୍ୟକତା ନାହିଁ ।,રસીકરણ નાં પહેલાં અથવા પછી કોઈ બ્લડ ટેસ્ટ મેળવવાની જરૂર નથી.,लसीकरण करण्यापूर्वी किंवा नंतर कोणतेही रक्त तपासणी करण्याची आवश्यकता नाही.,টিকা আগে বা পরে রক্ত ​​পরীক্ষা করানোর কোন প্রয়োজন নেই।,ವ್ಯಾಕ್ಸಿನೇಷನ್ ಮೊದಲು ಅಥವಾ ನಂತರ ಯಾವುದೇ ರಕ್ತ ಪರೀಕ್ಷೆಗಳನ್ನು ಪಡೆಯುವ ಅಗತ್ಯವಿಲ್ಲ.,தடுப்பூசி முன் அல்லது அதற்கு பிறகு எந்த இரத்த பரிசோதனைகள் பெற எந்த தேவை இல்லை.
s62,from_user,s63,"s66,s67,s68,s69,s70,s71,s72,s73,s74",/start,/start,/start,/start,/start,/start,/start,/start,/start
s75,from_user,s76,,/feedback,/feedback,/feedback,/feedback,/feedback,/feedback,/feedback,/feedback,/feedback
s76,from_bot,,,"Please submit your valuable feedback using this form:
https://forms.gle/nBdbr58xt8Ba2ajY7","Please submit your valuable feedback using this form:
https://forms.gle/nBdbr58xt8Ba2ajY7","Please submit your valuable feedback using this form:
https://forms.gle/nBdbr58xt8Ba2ajY7","Please submit your valuable feedback using this form:
https://forms.gle/nBdbr58xt8Ba2ajY7","Please submit your valuable feedback using this form:
https://forms.gle/nBdbr58xt8Ba2ajY7","Please submit your valuable feedback using this form:
https://forms.gle/nBdbr58xt8Ba2ajY7","Please submit your valuable feedback using this form:
https://forms.gle/nBdbr58xt8Ba2ajY7","Please submit your valuable feedback using this form:
https://forms.gle/nBdbr58xt8Ba2ajY7","Please submit your valuable feedback using this form:
https://forms.gle/nBdbr58xt8Ba2ajY7"
s63,from_bot,,,Select Language,Select Language,Select Language,Select Language,Select Language,Select Language,Select Language,Select Language,Select Language
s64,from_user,s63,"s66,s67,s68,s69,s70,s71,s72,s73,s74",/change-language,/change-language,/change-language,/change-language,/change-language,/change-language,/change-language,/change-language,/change-language
s65,from_user,s63,"s66,s67,s68,s69,s70,s71,s72,s73,s74",Change Language,Change Language,Change Language,Change Language,Change Language,Change Language,Change Language,Change Language,Change Language
s66,from_user,s2,"s3,s4,s65",English,,,,,,,,
s67,from_user,s2,"s3,s4,s65",,हिंदी,,,,,,,
s68,from_user,s2,"s3,s4,s65",,,മലയാളം,,,,,,
s69,from_user,s2,"s3,s4,s65",,,,ଓଡ଼ିଆ,,,,,
s70,from_user,s2,"s3,s4,s65",,,,,ગુજરાતી,,,,
s71,from_user,s2,"s3,s4,s65",,,,,,मराठी,,,
s72,from_user,s2,"s3,s4,s65",,,,,,,বাংলা,,
s73,from_user,s2,"s3,s4,s65",,,,,,,,ಕನ್ನಡ,
s74,from_user,s2,"s3,s4,s65",,,,,,,,,தமிழ்
